rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,data
1484918815561952672,,593,,0,0,'',1
1484918816585979332,,594,,0,0,'',1
1484918817576263313,,595,,0,0,'',1
1484918818591624001,,596,,0,0,'',1
1484918819594969974,,597,,0,0,'',1
1484918820624382308,,598,,0,0,'',1
1484918821607209390,,599,,0,0,'',1
1484918822635457411,,600,,0,0,'',1
1484918823636418947,,601,,0,0,'',1
1484918824618388665,,602,,0,0,'',1
1484918825619321545,,603,,0,0,'',1
1484918826624744707,,604,,0,0,'',1
1484918827683614590,,605,,0,0,'',1
1484918828594008244,,606,,0,0,'',1
1484918829581604620,,607,,0,0,'',1
1484918830554054291,,608,,0,0,'',1
1484918831578923579,,609,,0,0,'',1
1484918832583430972,,610,,0,0,'',1
1484918833540965706,,611,,0,0,'',1
1484918834604718139,,612,,0,0,'',1
1484918835709031965,,613,,0,0,'',1
1484918836596714940,,614,,0,0,'',1
1484918837618461611,,615,,0,0,'',1
1484918838577010549,,616,,0,0,'',1
1484918839557376623,,617,,0,0,'',1
1484918840585306560,,618,,0,0,'',1
1484918841548325247,,619,,0,0,'',1
1484918842600495876,,620,,0,0,'',1
1484918843562769676,,621,,0,0,'',1
1484918844557965234,,622,,0,0,'',1
1484918845546496710,,623,,0,0,'',1
1484918846568434649,,624,,0,0,'',1
1484918847568125673,,625,,0,0,'',1
1484918848570729961,,626,,0,0,'',1
1484918849539405451,,627,,0,0,'',1
1484918850559564293,,628,,0,0,'',1
1484918851564635999,,629,,0,0,'',1
1484918852586263402,,630,,0,0,'',1
1484918853582418336,,631,,0,0,'',1
1484918854586890306,,632,,0,0,'',1
1484918855592852567,,633,,0,0,'',1
1484918856606418848,,634,,0,0,'',1
1484918857624329549,,635,,0,0,'',1
1484918858597610736,,636,,0,0,'',1
1484918859667684771,,637,,0,0,'',1
1484918860536181504,,638,,0,0,'',1
1484918861558877843,,639,,0,0,'',1
1484918862605371210,,640,,0,0,'',1
1484918863567295882,,641,,0,0,'',1
1484918864624738124,,642,,0,0,'',1
1484918865579958597,,643,,0,0,'',1
1484918866542528437,,644,,0,0,'',1
1484918867591479597,,645,,0,0,'',1
1484918868560049390,,646,,0,0,'',1
1484918869596320482,,647,,0,0,'',1
1484918870625693624,,648,,0,0,'',1
1484918871612502907,,649,,0,0,'',1
1484918872530691920,,650,,0,0,'',1
1484918873563029854,,651,,0,0,'',1
1484918874509234341,,652,,0,0,'',1
1484918875564554455,,653,,0,0,'',1
1484918876583861153,,654,,0,0,'',-1
1484918877612237130,,655,,0,0,'',-1
1484918878570760208,,656,,0,0,'',-1
1484918879561583805,,657,,0,0,'',-1
1484918880579466451,,658,,0,0,'',-1
1484918881555169574,,659,,0,0,'',-1
1484918882570456427,,660,,0,0,'',-1
1484918883597402916,,661,,0,0,'',-1
1484918884539372421,,662,,0,0,'',-1
1484918885555171554,,663,,0,0,'',-1
1484918886549734592,,664,,0,0,'',-1
1484918887601274417,,665,,0,0,'',-1
1484918888550450632,,666,,0,0,'',-1
1484918889588656340,,667,,0,0,'',-1
1484918890542834289,,668,,0,0,'',-1
1484918891579268917,,669,,0,0,'',-1
1484918892625097471,,670,,0,0,'',-1
1484918893562384071,,671,,0,0,'',-1
1484918894575259763,,672,,0,0,'',-1
1484918895617800665,,673,,0,0,'',-1
1484918896617644952,,674,,0,0,'',-1
1484918897594165816,,675,,0,0,'',-1
1484918898578140567,,676,,0,0,'',-1
1484918899573085421,,677,,0,0,'',-1
1484918900548283825,,678,,0,0,'',-1
1484918901629992668,,679,,0,0,'',-1
1484918902612981570,,680,,0,0,'',-1
1484918903559801944,,681,,0,0,'',-1
1484918904571556320,,682,,0,0,'',-1
1484918905566685950,,683,,0,0,'',-1
1484918906556208566,,684,,0,0,'',-1
1484918907543897534,,685,,0,0,'',-1
1484918908638374357,,686,,0,0,'',-1
1484918909627813237,,687,,0,0,'',-1
1484918910618149010,,688,,0,0,'',-1
1484918911606144698,,689,,0,0,'',-1
1484918912594385246,,690,,0,0,'',-1
1484918913585138379,,691,,0,0,'',-1
1484918914578161636,,692,,0,0,'',-1
1484918915580947761,,693,,0,0,'',-1
1484918916560751190,,694,,0,0,'',-1
1484918917552522571,,695,,0,0,'',-1
1484918918547084745,,696,,0,0,'',-1
1484918919545757449,,697,,0,0,'',-1
1484918920598053514,,698,,0,0,'',-1
1484918921621591533,,699,,0,0,'',-1
1484918922605320104,,700,,0,0,'',-1
1484918923565569659,,701,,0,0,'',-1
1484918924557505920,,702,,0,0,'',-1
1484918925557682800,,703,,0,0,'',-1
1484918926549520265,,704,,0,0,'',-1
1484918927546653332,,705,,0,0,'',-1
1484918928548643628,,706,,0,0,'',-1
1484918929539907481,,707,,0,0,'',-1
1484918930609626364,,708,,0,0,'',-1
1484918931583730379,,709,,0,0,'',-1
1484918932576601117,,710,,0,0,'',-1
1484918933579702601,,711,,0,0,'',-1
1484918934661914988,,712,,0,0,'',-1
1484918935608695919,,713,,0,0,'',-1
1484918936600359252,,714,,0,0,'',-1
1484918937532134393,,715,,0,0,'',-1
