rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,level,name,msg,file,function,line,topics
1490536592129947455,,57,,1490536592,129309054,'',2,/record_1490536587978691510,Subscribing to /ardupi_robot/wheelSpeed/left,/tmp/buildd/ros-indigo-rosbag-1.11.13-0trusty-20150523-0140/src/recorder.cpp,shared_ptr<ros,209,['/rosout']
1490536592141954599,,58,,1490536592,139283218,'',2,/record_1490536587978691510,Subscribing to /ardupi_robot/wheelSpeed/right,/tmp/buildd/ros-indigo-rosbag-1.11.13-0trusty-20150523-0140/src/recorder.cpp,shared_ptr<ros,209,['/rosout']
