rosbagTimestamp,data
1490536637581220591,75.0
1490536637675257685,75.0
1490536637771833537,75.0
1490536637868282801,75.0
1490536637964506320,75.0
1490536638064215301,75.0
1490536638168290387,75.0
1490536638264982543,75.0
1490536638357113569,75.0
1490536638448389319,75.0
1490536638622981576,75.0
1490536638714161086,75.0
1490536638803824059,75.0
1490536638895219473,75.0
1490536638984102579,75.0
1490536639082708531,75.0
1490536639174186337,75.0
1490536639266177455,75.0
1490536639359751098,75.0
1490536639449982751,75.0
1490536639625800389,75.0
1490536639717643907,75.0
1490536639808189193,75.0
1490536639901125551,75.0
1490536640000120076,75.0
1490536640095200835,75.0
1490536640189751002,75.0
1490536640293240356,75.0
1490536640386904838,75.0
1490536640480551369,75.0
1490536640581041058,75.0
1490536640675068733,75.0
1490536640773173253,75.0
1490536640869776885,75.0
1490536640962299195,75.0
1490536641064060932,75.0
1490536641158782459,75.0
1490536641254635659,75.0
1490536641348843562,75.0
1490536641528702501,75.0
1490536641624816160,75.0
1490536641719933783,75.0
1490536641817018399,75.0
1490536641910804142,75.0
1490536642009676950,75.0
1490536642104259277,75.0
1490536642198562136,75.0
1490536642296306668,75.0
1490536642390415991,75.0
1490536642483840594,75.0
1490536642586436859,75.0
1490536642679887598,75.0
1490536642775018025,75.0
1490536642870466813,75.0
1490536642966041324,75.0
1490536643065595361,75.0
1490536643162044864,75.0
1490536643257611168,75.0
1490536643353513687,75.0
1490536643447738678,75.0
1490536643629634941,75.0
1490536643727650194,75.0
1490536643822524097,75.0
1490536643918493456,75.0
1490536644014476040,75.0
1490536644110345163,75.0
1490536644206138566,75.0
1490536644304864627,75.0
1490536644402245007,75.0
1490536644498559510,75.0
1490536644596751919,75.0
1490536644691147705,75.0
1490536644785186516,75.0
1490536644879714879,75.0
1490536644981848917,75.0
1490536645086219863,75.0
1490536645183695259,75.0
1490536645283961628,75.0
1490536645380533159,75.0
1490536645492331016,75.0
1490536645689143393,75.0
1490536645788844081,75.0
1490536645886002905,75.0
1490536645979560912,75.0
1490536646078992236,75.0
1490536646174717096,75.0
1490536646267485010,75.0
1490536646368004783,75.0
1490536646474937358,75.0
1490536646566288876,75.0
1490536646665427245,75.0
1490536646762163692,75.0
1490536646859954616,75.0
1490536646958066337,75.0
1490536647059889202,75.0
1490536647160774447,75.0
1490536647257442783,75.0
1490536647355107095,75.0
1490536647450889434,75.0
1490536647637766791,75.0
1490536647732887019,75.0
1490536647833585520,75.0
1490536647950156618,100.0
1490536647957521932,100.0
1490536648057117393,100.0
1490536648152062912,100.0
1490536648337856453,100.0
1490536648434638321,100.0
1490536648527174227,100.0
1490536648617977081,100.0
1490536648707487918,100.0
1490536648801666373,100.0
1490536648895049420,100.0
1490536648985449841,100.0
1490536649082385333,100.0
1490536649171710554,100.0
1490536649263855621,100.0
1490536649357859595,100.0
1490536649448266269,100.0
1490536649624547119,100.0
1490536649715631229,100.0
1490536649806443670,100.0
1490536649905778275,100.0
1490536650000363098,100.0
1490536650096301437,100.0
1490536650191337593,100.0
1490536650287280396,100.0
1490536650383685368,100.0
1490536650494591576,100.0
1490536650681958641,100.0
1490536650777679325,100.0
1490536650873093348,100.0
1490536650968382619,100.0
1490536651070835113,100.0
1490536651167544465,100.0
1490536651264116848,100.0
1490536651363518341,100.0
1490536651458864180,100.0
1490536651552884271,100.0
1490536651733371482,100.0
1490536651831076822,100.0
1490536651927009690,100.0
1490536652024999430,100.0
1490536652118890076,100.0
1490536652214789308,100.0
1490536652309785119,100.0
1490536652407052567,100.0
1490536652508063260,100.0
1490536652607641657,100.0
1490536652700666311,100.0
1490536652794138866,100.0
1490536652892268682,100.0
1490536652987091309,100.0
1490536653090975259,100.0
1490536653186579098,100.0
1490536653280256121,100.0
1490536653376271765,100.0
1490536653473226156,100.0
1490536653569297540,100.0
1490536653665686780,100.0
1490536653759964438,100.0
1490536653855750114,100.0
1490536653954070070,100.0
1490536654145803973,100.0
1490536654152882607,100.0
1490536654334797003,100.0
1490536654430819210,100.0
1490536654530943655,100.0
1490536654634781093,100.0
1490536654729613536,100.0
1490536654822766795,100.0
1490536654922460680,100.0
1490536655024999921,100.0
1490536655122649125,100.0
1490536655219678409,100.0
1490536655313600952,100.0
1490536655410515408,100.0
1490536655506868095,100.0
1490536655601389642,100.0
1490536655698204318,100.0
1490536655792131217,100.0
1490536655887022400,100.0
1490536655987682477,100.0
1490536656088211202,100.0
1490536656183416005,100.0
1490536656280128885,100.0
1490536656386051911,100.0
1490536656481544823,100.0
1490536656590215334,100.0
1490536656679918844,100.0
1490536656774009831,100.0
1490536656873289271,100.0
1490536656970460083,100.0
1490536657070546104,100.0
1490536657166723555,100.0
1490536657263018595,100.0
1490536657364032048,100.0
1490536657460486484,100.0
1490536657557106183,100.0
1490536657654947795,100.0
1490536657750878695,100.0
1490536657935344279,100.0
1490536658032670371,100.0
1490536658131796116,100.0
1490536658225869198,100.0
1490536658322212970,100.0
1490536658415480421,100.0
1490536658505884106,100.0
1490536658599329745,100.0
1490536658692696064,100.0
1490536658781130681,100.0
1490536658880801357,100.0
1490536658971842183,100.0
1490536659064344057,100.0
1490536659157404640,100.0
1490536659247119261,100.0
1490536659421410966,100.0
1490536659512920512,100.0
1490536659603663858,100.0
1490536659694889112,100.0
1490536659783999305,100.0
1490536659892812413,100.0
1490536659987237528,100.0
1490536660087893933,100.0
1490536660184935073,100.0
1490536660281875929,100.0
1490536660378769336,100.0
1490536660474419856,100.0
1490536660571029007,100.0
1490536660670837732,100.0
1490536660769468644,100.0
1490536660864970736,100.0
1490536660961705587,100.0
1490536661065064753,100.0
1490536661165470526,100.0
1490536661260599405,100.0
1490536661355320572,100.0
1490536661453783437,100.0
1490536661638457497,100.0
1490536661735658525,100.0
1490536661833004957,100.0
1490536661928681276,100.0
1490536662029821234,100.0
1490536662125731289,100.0
1490536662221243556,100.0
1490536662317447108,100.0
1490536662413789283,100.0
1490536662509491355,100.0
1490536662604188594,100.0
1490536662698567929,100.0
1490536662795882849,100.0
1490536662891026080,100.0
1490536662985777367,100.0
1490536663092608326,100.0
1490536663193347735,100.0
1490536663291850223,100.0
1490536663390045271,100.0
1490536663488095492,100.0
1490536663584182859,100.0
1490536663681211459,100.0
1490536663777583598,100.0
1490536663874906738,100.0
1490536663973855339,100.0
1490536664074825808,100.0
1490536664170612371,100.0
1490536664267989631,100.0
1490536664363688631,100.0
1490536664462059575,100.0
1490536664557916554,100.0
1490536664656157155,100.0
1490536664753993559,100.0
1490536664950180387,100.0
1490536664955999789,100.0
1490536665057049002,100.0
1490536665162886493,100.0
1490536665260828881,100.0
1490536665438166163,100.0
1490536665534240402,100.0
1490536665631332266,100.0
1490536665727432666,100.0
1490536665824903718,100.0
1490536665922274090,100.0
1490536666020280870,100.0
1490536666116538601,100.0
1490536666213778365,100.0
1490536666310850585,100.0
1490536666407858341,100.0
1490536666504262700,100.0
1490536666600353668,100.0
1490536666694037615,100.0
1490536666787799117,100.0
1490536666890821323,100.0
1490536666988572683,100.0
1490536667087402376,100.0
1490536667184199783,100.0
1490536667282319963,100.0
1490536667379671963,100.0
1490536667478159080,100.0
1490536667575088427,100.0
1490536667669780938,100.0
1490536667767771147,100.0
1490536667864141294,100.0
1490536667959793554,100.0
1490536668062801503,100.0
1490536668160692879,100.0
1490536668260243124,100.0
1490536668360710229,100.0
1490536668459284705,100.0
1490536668551701764,100.0
1490536668731245246,100.0
1490536668826355370,100.0
1490536668920639701,100.0
1490536669019968029,100.0
1490536669110973311,100.0
1490536669200817640,100.0
1490536669293974079,100.0
1490536669391217635,100.0
1490536669489146391,100.0
1490536669584516602,100.0
1490536669688904468,100.0
1490536669784847704,100.0
1490536669885200485,100.0
1490536669991019975,100.0
1490536670096298146,100.0
1490536670306189255,100.0
1490536670500050914,100.0
1490536670599802831,100.0
1490536670696108599,100.0
1490536670792248346,100.0
1490536670887097673,100.0
1490536670986644858,100.0
1490536671085967018,100.0
1490536671182681914,100.0
1490536671278013137,100.0
1490536671376599662,100.0
1490536671492489712,100.0
1490536671578517116,100.0
1490536671674400807,100.0
1490536671771938519,100.0
1490536671868996483,100.0
1490536671965041371,100.0
1490536672155338129,100.0
1490536672250998740,100.0
1490536672350338181,100.0
1490536672446593620,100.0
1490536672559833158,50.0
1490536672668732185,50.0
1490536672675636639,50.0
1490536672772749623,50.0
1490536672870013063,50.0
1490536672968424783,50.0
1490536673067981196,50.0
1490536673163911340,50.0
1490536673346268739,50.0
1490536673445152300,50.0
1490536673540655435,50.0
1490536673636339914,50.0
1490536673731330110,50.0
1490536673826139873,50.0
1490536673922297440,50.0
1490536674025353798,50.0
1490536674122970278,50.0
1490536674220169890,50.0
1490536674315507161,50.0
1490536674410542512,50.0
1490536674508420232,50.0
1490536674602084115,50.0
1490536674696633334,50.0
1490536674798694015,50.0
1490536674894286407,50.0
1490536675020000488,50.0
1490536675105310016,50.0
1490536675201967912,50.0
1490536675296871683,50.0
1490536675391010058,50.0
1490536675488758334,50.0
1490536675582655916,50.0
1490536675678798508,50.0
1490536675774207083,50.0
1490536675868936878,50.0
1490536675964378622,50.0
1490536676153841872,50.0
1490536676248434015,50.0
1490536676343659614,50.0
1490536676442447414,50.0
1490536676541118467,50.0
1490536676635476526,50.0
1490536676732179649,50.0
1490536676827845841,50.0
1490536676926607277,50.0
1490536677026893854,50.0
1490536677127897023,50.0
1490536677224029643,50.0
1490536677318763002,50.0
1490536677412612824,50.0
1490536677512074977,50.0
1490536677607987228,50.0
1490536677703573836,50.0
1490536677799781059,50.0
1490536677895282527,50.0
1490536678001050693,50.0
1490536678097923125,50.0
1490536678192601752,50.0
1490536678290101112,50.0
1490536678393418254,50.0
1490536678483746232,50.0
1490536678578052210,50.0
1490536678673513838,50.0
1490536678767970645,50.0
1490536678861479475,50.0
1490536679048990937,50.0
1490536679145582221,50.0
1490536679236351078,50.0
1490536679327235820,50.0
1490536679416708545,50.0
1490536679510653996,50.0
1490536679604170963,50.0
1490536679699184378,50.0
1490536679793349117,50.0
1490536679888260808,50.0
1490536680000774933,50.0
1490536680090945242,50.0
1490536680205417816,50.0
1490536680292744749,50.0
1490536680390456329,50.0
1490536680490743385,50.0
1490536680585091460,50.0
1490536680681298456,50.0
1490536680778926852,50.0
1490536680875398556,50.0
1490536680973291396,50.0
1490536681075370785,50.0
1490536681174879978,50.0
1490536681271539037,50.0
1490536681366368313,50.0
1490536681463435324,50.0
1490536681655228135,50.0
1490536681747255385,50.0
1490536681841271468,50.0
1490536681934735023,50.0
1490536682035848400,50.0
1490536682131953408,50.0
1490536682224665426,50.0
1490536682319015433,50.0
1490536682413779596,50.0
1490536682511344248,50.0
1490536682606845055,50.0
1490536682701998558,50.0
1490536682797456166,50.0
1490536682898388295,50.0
1490536682996731483,50.0
1490536683095868208,50.0
1490536683192774455,50.0
1490536683291503600,50.0
1490536683386958843,50.0
1490536683486265607,50.0
1490536683585177956,50.0
1490536683702913055,50.0
1490536683782579941,50.0
1490536683881507793,50.0
1490536683978335537,50.0
1490536684081493127,50.0
1490536684180092647,50.0
1490536684275952950,50.0
1490536684371940682,50.0
1490536684468778062,50.0
1490536684566680862,50.0
1490536684665369842,50.0
1490536684847519846,50.0
1490536684942004661,50.0
1490536685042201658,50.0
1490536685137935709,50.0
1490536685232471224,50.0
1490536685331157780,50.0
1490536685427906180,50.0
1490536685525910968,50.0
1490536685621090427,50.0
1490536685716637195,50.0
1490536685811700686,50.0
1490536685909927078,50.0
1490536686008211550,50.0
1490536686104960274,50.0
1490536686199884997,50.0
1490536686294914768,50.0
1490536686396634194,50.0
1490536686492446053,50.0
1490536686591066021,50.0
1490536686688799897,50.0
1490536686783618600,50.0
1490536686877683487,50.0
1490536686974532303,50.0
1490536687073993700,50.0
1490536687172470532,50.0
1490536687271780356,50.0
1490536687373364518,50.0
1490536687468717845,50.0
1490536687581988990,50.0
1490536687680654535,50.0
1490536687776567902,50.0
1490536687874009698,50.0
1490536687968616325,50.0
1490536688071442199,50.0
1490536688168296450,50.0
1490536688264400582,50.0
1490536688442982972,50.0
1490536688535790307,50.0
1490536688627077433,50.0
1490536688721635904,50.0
1490536688817332719,50.0
1490536688910023018,50.0
1490536689024520095,0.0
1490536689121478807,0.0
1490536689217134846,0.0
1490536689310496401,0.0
1490536689405691580,0.0
1490536689497574278,0.0
1490536689595423678,0.0
1490536689687444292,0.0
1490536689778190446,0.0
1490536689871089677,0.0
1490536689969732865,0.0
1490536690070816494,0.0
1490536690169173590,0.0
1490536690263423649,0.0
1490536690454422792,0.0
1490536690554699193,0.0
1490536690656986734,0.0
1490536690754670630,0.0
1490536690849697305,0.0
1490536690947080937,0.0
1490536691055143577,0.0
1490536691158855219,0.0
1490536691167697746,0.0
1490536691269856467,0.0
1490536691377474446,0.0
1490536691498400826,0.0
1490536691613519996,0.0
1490536691804884815,0.0
1490536691906740644,0.0
1490536692008063589,0.0
1490536692104799185,0.0
1490536692205182218,0.0
1490536692305406923,0.0
1490536692401806026,0.0
1490536692499560530,0.0
1490536692599130623,0.0
1490536692699772496,0.0
1490536692797784100,0.0
1490536692895539660,0.0
1490536693002819623,0.0
1490536693276315517,0.0
1490536693489821435,0.0
1490536693606850057,0.0
1490536693716100349,0.0
1490536693815402554,0.0
1490536693915712087,0.0
1490536694023366822,0.0
1490536694136204983,0.0
1490536694237341436,0.0
1490536694246221895,0.0
1490536694342039442,0.0
1490536694444579284,0.0
1490536694546322121,0.0
1490536694643877137,0.0
1490536694676304424,0.0
1490536694964162546,0.0
1490536694971119153,0.0
1490536695073524594,0.0
1490536695182732010,0.0
1490536695391243226,0.0
1490536695488791918,0.0
1490536695589809079,0.0
1490536695696085590,0.0
1490536695805802562,0.0
1490536695904051754,0.0
1490536696016867523,0.0
1490536696128459172,0.0
1490536696233823862,0.0
1490536696343192894,0.0
1490536696436980425,0.0
1490536696443936131,0.0
1490536696542599300,0.0
1490536696652032460,0.0
1490536696755897966,0.0
1490536696853037181,0.0
1490536696953078430,0.0
1490536697054464171,0.0
1490536697153358220,0.0
1490536697247777287,0.0
1490536697344908955,0.0
1490536697437942117,0.0
1490536697626273623,0.0
1490536697733382814,0.0
1490536697836139532,0.0
1490536697844262802,0.0
1490536697943767783,0.0
1490536698045099992,0.0
1490536698174951087,0.0
1490536698275862576,0.0
1490536698372595436,0.0
1490536698469340427,0.0
1490536698560106345,0.0
1490536698653050048,0.0
1490536698745157698,0.0
1490536698835020867,0.0
1490536699016841243,0.0
