rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,twist,linear,x,y,z,angular,x,y,z
1490536597392538980,,51,,1490536597,389330947,'',,,2.30238777288e-15,0.0,0.0,,0.0,0.0,7.0842700704e-14
1490536597491622928,,52,,1490536597,489330947,'',,,1.61167144102e-15,0.0,0.0,,0.0,0.0,4.95898904928e-14
1490536597593258282,,53,,1490536597,589330947,'',,,1.12817000871e-15,0.0,0.0,,0.0,0.0,3.4712923345e-14
1490536597691578538,,54,,1490536597,690330947,'',,,7.89719006098e-16,0.0,0.0,,0.0,0.0,2.42990463415e-14
1490536597793888771,,55,,1490536597,790330947,'',,,5.52803304269e-16,0.0,0.0,,0.0,0.0,1.7009332439e-14
1490536597892235152,,56,,1490536597,890330947,'',,,3.86962312988e-16,0.0,0.0,,0.0,0.0,1.19065327073e-14
1490536597990331416,,57,,1490536597,990330947,'',,,2.70873619092e-16,0.0,0.0,,0.0,0.0,8.33457289513e-15
1490536598092961749,,58,,1490536598,90330947,'',,,1.89611533364e-16,0.0,0.0,,0.0,0.0,5.83420102659e-15
1490536598191144930,,59,,1490536598,190330947,'',,,1.32728073355e-16,0.0,0.0,,0.0,0.0,4.08394071861e-15
1490536598293082383,,60,,1490536598,290330947,'',,,9.29096513485e-17,0.0,0.0,,0.0,0.0,2.85875850303e-15
1490536598391900543,,61,,1490536598,390330947,'',,,6.50367559439e-17,0.0,0.0,,0.0,0.0,2.00113095212e-15
1490536598494932625,,62,,1490536598,490330947,'',,,4.55257291607e-17,0.0,0.0,,0.0,0.0,1.40079166648e-15
1490536598592670269,,63,,1490536598,590330947,'',,,3.18680104125e-17,0.0,0.0,,0.0,0.0,9.80554166539e-16
1490536598694982807,,64,,1490536598,691330947,'',,,2.23076072888e-17,0.0,0.0,,0.0,0.0,6.86387916577e-16
1490536598793260559,,65,,1490536598,791330947,'',,,1.56153251021e-17,0.0,0.0,,0.0,0.0,4.80471541604e-16
1490536598895204624,,66,,1490536598,891330947,'',,,1.09307275715e-17,0.0,0.0,,0.0,0.0,3.36330079123e-16
1490536598997452842,,67,,1490536598,991330947,'',,,7.65150930005e-18,0.0,0.0,,0.0,0.0,2.35431055386e-16
1490536599096083178,,68,,1490536599,91330947,'',,,5.35605651003e-18,0.0,0.0,,0.0,0.0,1.6480173877e-16
1490536599194673627,,69,,1490536599,191330947,'',,,3.74923955702e-18,0.0,0.0,,0.0,0.0,1.15361217139e-16
1490536599292829387,,70,,1490536599,291330947,'',,,2.62446768992e-18,0.0,0.0,,0.0,0.0,8.07528519974e-17
1490536599394958348,,71,,1490536599,391330947,'',,,1.83712738294e-18,0.0,0.0,,0.0,0.0,5.65269963982e-17
1490536599493270696,,72,,1490536599,491330947,'',,,1.28598916806e-18,0.0,0.0,,0.0,0.0,3.95688974787e-17
1490536599596156258,,73,,1490536599,591330947,'',,,9.00192417641e-19,0.0,0.0,,0.0,0.0,2.76982282351e-17
1490536599693914014,,74,,1490536599,691330947,'',,,6.30134692349e-19,0.0,0.0,,0.0,0.0,1.93887597646e-17
1490536599796805732,,75,,1490536599,793932094,'',,,4.41094284644e-19,0.0,0.0,,0.0,0.0,1.35721318352e-17
1490536599894843172,,76,,1490536599,893932094,'',,,3.08765999251e-19,0.0,0.0,,0.0,0.0,9.50049228464e-18
1490536600000789083,,77,,1490536599,994932094,'',,,2.16136199476e-19,0.0,0.0,,0.0,0.0,6.65034459925e-18
1490536600095843430,,78,,1490536600,93932094,'',,,1.51295339633e-19,0.0,0.0,,0.0,0.0,4.65524121948e-18
1490536600197692071,,79,,1490536600,193932094,'',,,1.05906737743e-19,0.0,0.0,,0.0,0.0,3.25866885363e-18
1490536600296209560,,80,,1490536600,293932094,'',,,7.41347164201e-20,0.0,0.0,,0.0,0.0,2.28106819754e-18
1490536600394253624,,81,,1490536600,393932094,'',,,5.18943014941e-20,0.0,0.0,,0.0,0.0,1.59674773828e-18
1490536600497173914,,82,,1490536600,493932094,'',,,3.63260110459e-20,0.0,0.0,,0.0,0.0,1.1177234168e-18
1490536600595483298,,83,,1490536600,593932094,'',,,2.54282077321e-20,0.0,0.0,,0.0,0.0,7.82406391757e-19
1490536600697869599,,84,,1490536600,693932094,'',,,1.77997454125e-20,0.0,0.0,,0.0,0.0,5.4768447423e-19
1490536600796021904,,85,,1490536600,794932094,'',,,1.24598217887e-20,0.0,0.0,,0.0,0.0,3.83379131961e-19
1490536600898105289,,86,,1490536600,894932094,'',,,8.72187525211e-21,0.0,0.0,,0.0,0.0,2.68365392373e-19
1490536600998901350,,87,,1490536600,994932094,'',,,6.10531267648e-21,0.0,0.0,,0.0,0.0,1.87855774661e-19
1490536601098715763,,88,,1490536601,94932094,'',,,4.27371887354e-21,0.0,0.0,,0.0,0.0,1.31499042263e-19
1490536601201718037,,89,,1490536601,194932094,'',,,2.99160321148e-21,0.0,0.0,,0.0,0.0,9.20493295838e-20
1490536601301497949,,90,,1490536601,294932094,'',,,2.09412224803e-21,0.0,0.0,,0.0,0.0,6.44345307087e-20
1490536601399005589,,91,,1490536601,394932094,'',,,1.46588557362e-21,0.0,0.0,,0.0,0.0,4.51041714961e-20
1490536601496445069,,92,,1490536601,494932094,'',,,1.02611990154e-21,0.0,0.0,,0.0,0.0,3.15729200473e-20
1490536601598548555,,93,,1490536601,594932094,'',,,7.18283931075e-22,0.0,0.0,,0.0,0.0,2.21010440331e-20
1490536601696932435,,94,,1490536601,694932094,'',,,5.02798751753e-22,0.0,0.0,,0.0,0.0,1.54707308232e-20
1490536601799411244,,95,,1490536601,795932094,'',,,3.51959126227e-22,0.0,0.0,,0.0,0.0,1.08295115762e-20
1490536601897831845,,96,,1490536601,895932094,'',,,2.46371388359e-22,0.0,0.0,,0.0,0.0,7.58065810335e-21
1490536602001519499,,97,,1490536601,995932094,'',,,1.72459971851e-22,0.0,0.0,,0.0,0.0,5.30646067234e-21
1490536602098599939,,98,,1490536602,95932094,'',,,1.20721980296e-22,0.0,0.0,,0.0,0.0,3.71452247064e-21
1490536602200574976,,99,,1490536602,195932094,'',,,8.45053862071e-23,0.0,0.0,,0.0,0.0,2.60016572945e-21
1490536602298882896,,100,,1490536602,297715082,'',,,5.91537703449e-23,0.0,0.0,,0.0,0.0,1.82011601061e-21
1490536602397585173,,101,,1490536602,397715082,'',,,4.14076392415e-23,0.0,0.0,,0.0,0.0,1.27408120743e-21
1490536602500005506,,102,,1490536602,497715082,'',,,2.8985347469e-23,0.0,0.0,,0.0,0.0,8.91856845201e-22
1490536602597777842,,103,,1490536602,597715082,'',,,2.02897432283e-23,0.0,0.0,,0.0,0.0,6.2429979164e-22
1490536602700717188,,104,,1490536602,697715082,'',,,1.42028202598e-23,0.0,0.0,,0.0,0.0,4.37009854148e-22
1490536602798590744,,105,,1490536602,798715082,'',,,9.94197418187e-24,0.0,0.0,,0.0,0.0,3.05906897904e-22
1490536602901001466,,106,,1490536602,898715082,'',,,6.95938192731e-24,0.0,0.0,,0.0,0.0,2.14134828533e-22
1490536602999036710,,107,,1490536602,998715082,'',,,4.87156734912e-24,0.0,0.0,,0.0,0.0,1.49894379973e-22
1490536603101638963,,108,,1490536603,98715082,'',,,3.41009714438e-24,0.0,0.0,,0.0,0.0,1.04926065981e-22
1490536603199964188,,109,,1490536603,198715082,'',,,2.38706800107e-24,0.0,0.0,,0.0,0.0,7.34482461867e-23
1490536603298529424,,110,,1490536603,298715082,'',,,1.67094760075e-24,0.0,0.0,,0.0,0.0,5.14137723307e-23
1490536603401049874,,111,,1490536603,398715082,'',,,1.16966332052e-24,0.0,0.0,,0.0,0.0,3.59896406315e-23
1490536603499358574,,112,,1490536603,498715082,'',,,8.18764324366e-25,0.0,0.0,,0.0,0.0,2.5192748442e-23
1490536603601277835,,113,,1490536603,598715082,'',,,5.73135027056e-25,0.0,0.0,,0.0,0.0,1.76349239094e-23
1490536603700080012,,114,,1490536603,698715082,'',,,4.0119451894e-25,0.0,0.0,,0.0,0.0,1.23444467366e-23
1490536603802553205,,115,,1490536603,798715082,'',,,2.80836163258e-25,0.0,0.0,,0.0,0.0,8.64111271562e-24
