rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,data
1473509645332904302,,541,,0,0,'',0
1473509645565640442,,542,,0,0,'',0
1473509645790183592,,543,,0,0,'',0
1473509645801871632,,544,,0,0,'',0
1473509646030677699,,545,,0,0,'',0
1473509646382466622,,546,,0,0,'',0
1473509646629137275,,547,,0,0,'',0
1473509646850031403,,548,,0,0,'',0
1473509647211867858,,549,,0,0,'',0
1473509647443299418,,550,,0,0,'',0
1473509647573990585,,551,,0,0,'',0
1473509647930975474,,552,,0,0,'',0
1473509648161300921,,553,,0,0,'',0
1473509648388395596,,554,,0,0,'',0
1473509648622783296,,555,,0,0,'',0
1473509648876002232,,556,,0,0,'',0
1473509648884965874,,557,,0,0,'',0
1473509649346208802,,558,,0,0,'',0
1473509649579082006,,559,,0,0,'',0
1473509649809310061,,560,,0,0,'',0
1473509650036827448,,561,,0,0,'',0
1473509650265203855,,562,,0,0,'',0
1473509650491462669,,563,,0,0,'',0
1473509650500877176,,564,,0,0,'',0
1473509650948565079,,565,,0,0,'',0
1473509651173504433,,566,,0,0,'',0
1473509651408528806,,567,,0,0,'',0
1473509651638109461,,568,,0,0,'',0
1473509651864861799,,569,,0,0,'',0
1473509652100975893,,570,,0,0,'',0
1473509652109242875,,571,,0,0,'',0
1473509652468020253,,572,,0,0,'',0
1473509652726923746,,573,,0,0,'',0
1473509653193050519,,574,,0,0,'',0
1473509653422479566,,575,,0,0,'',0
1473509653659969424,,576,,0,0,'',0
1473509653889499415,,577,,0,0,'',0
1473509654174322700,,578,,0,0,'',0
1473509654229185602,,579,,0,0,'',0
1473509654753811098,,580,,0,0,'',0
1473509655000718343,,581,,0,0,'',0
1473509655258920064,,582,,0,0,'',0
1473509655289951498,,583,,0,0,'',0
1473509655674256844,,584,,0,0,'',0
1473509655904309892,,585,,0,0,'',0
1473509656349763718,,586,,0,0,'',0
1473509656579283005,,587,,0,0,'',0
1473509656818219235,,588,,0,0,'',0
1473509657054726857,,589,,0,0,'',0
1473509657283293800,,590,,0,0,'',0
1473509657294510023,,591,,0,0,'',0
1473509657531938537,,592,,0,0,'',0
1473509657977919847,,593,,0,0,'',0
1473509658209869987,,594,,0,0,'',0
1473509658437272534,,595,,0,0,'',0
1473509658667771429,,596,,0,0,'',0
1473509658890450366,,597,,0,0,'',0
1473509659124250115,,598,,0,0,'',0
1473509659142268217,,599,,0,0,'',0
1473509659588993323,,600,,0,0,'',0
1473509659815944430,,601,,0,0,'',0
1473509660045498973,,602,,0,0,'',0
1473509660298834764,,603,,0,0,'',0
1473509660532153985,,604,,0,0,'',0
1473509660549114850,,605,,0,0,'',0
1473509660986258566,,606,,0,0,'',0
1473509661213492920,,607,,0,0,'',0
1473509661437804122,,608,,0,0,'',0
1473509661663934224,,609,,0,0,'',0
1473509661881987003,,610,,0,0,'',0
1473509662115949196,,611,,0,0,'',0
1473509662347936104,,612,,0,0,'',0
1473509662360765812,,613,,0,0,'',0
1473509662794742510,,614,,0,0,'',0
1473509663031998644,,615,,0,0,'',0
1473509663256630774,,616,,0,0,'',0
1473509663506396516,,617,,0,0,'',0
1473509663739179348,,618,,0,0,'',0
1473509663752479444,,619,,0,0,'',0
1473509663982187564,,620,,0,0,'',0
1473509664489310982,,621,,0,0,'',0
1473509664715761532,,622,,0,0,'',0
1473509664950647617,,623,,0,0,'',0
1473509665186608567,,624,,0,0,'',0
1473509665209753430,,625,,0,0,'',0
1473509665674599803,,626,,0,0,'',0
1473509665938772965,,627,,0,0,'',0
1473509666171862098,,628,,0,0,'',0
1473509666399533096,,629,,0,0,'',0
1473509666415017865,,630,,0,0,'',0
1473509666858135987,,631,,0,0,'',0
1473509667087525998,,632,,0,0,'',0
1473509667314468896,,633,,0,0,'',0
1473509667542283775,,634,,0,0,'',0
1473509667777610944,,635,,0,0,'',0
1473509668010476828,,636,,0,0,'',0
1473509668017262278,,637,,0,0,'',0
1473509668470500771,,638,,0,0,'',0
1473509668701055611,,639,,0,0,'',0
1473509668933029895,,640,,0,0,'',0
1473509669168267904,,641,,0,0,'',0
1473509669405264082,,642,,0,0,'',0
1473509669638643530,,643,,0,0,'',0
1473509669667182275,,644,,0,0,'',0
1473509670112438389,,645,,0,0,'',0
1473509670341325996,,646,,0,0,'',0
1473509670576565385,,647,,0,0,'',0
1473509670813582935,,648,,0,0,'',0
1473509671050006989,,649,,0,0,'',0
1473509671060931360,,650,,0,0,'',0
1473509671426581716,,651,,0,0,'',0
1473509671691171951,,652,,0,0,'',0
1473509672170062276,,653,,0,0,'',0
1473509672403257356,,654,,0,0,'',0
1473509672641286602,,655,,0,0,'',0
1473509672869907425,,656,,0,0,'',0
1473509672897649346,,657,,0,0,'',0
1473509673346508414,,658,,0,0,'',0
1473509673583293655,,659,,0,0,'',0
1473509673813376583,,660,,0,0,'',0
1473509674048240996,,661,,0,0,'',0
1473509674282279760,,662,,0,0,'',0
1473509674516388437,,663,,0,0,'',0
1473509674531503438,,664,,0,0,'',0
1473509674996228982,,665,,0,0,'',0
1473509675234581509,,666,,0,0,'',0
1473509675474543151,,667,,0,0,'',0
1473509675708429600,,668,,0,0,'',0
1473509675954103748,,669,,0,0,'',0
1473509675980162357,,670,,0,0,'',0
1473509676400550731,,671,,0,0,'',0
1473509676636718476,,672,,0,0,'',0
1473509676872150429,,673,,0,0,'',0
1473509677099288832,,674,,0,0,'',0
1473509677352869015,,675,,0,0,'',200
1473509677591366765,,676,,0,0,'',200
1473509677600946776,,677,,0,0,'',200
1473509677957068205,,678,,0,0,'',200
1473509678197660676,,679,,0,0,'',200
1473509678427630191,,680,,0,0,'',200
1473509678785569213,,681,,0,0,'',200
1473509679027553060,,682,,0,0,'',200
1473509679255486259,,683,,0,0,'',200
1473509679610837515,,684,,0,0,'',200
1473509679861190273,,685,,0,0,'',200
1473509680092754013,,686,,0,0,'',200
1473509680547685250,,687,,0,0,'',200
1473509680782299787,,688,,0,0,'',200
1473509681012912527,,689,,0,0,'',200
1473509681254258082,,690,,0,0,'',200
1473509681485017966,,691,,0,0,'',200
1473509681493725636,,692,,0,0,'',200
1473509681958063881,,693,,0,0,'',200
1473509682198386495,,694,,0,0,'',200
1473509682435035909,,695,,0,0,'',200
1473509682673966559,,696,,0,0,'',200
1473509682893454887,,697,,0,0,'',200
1473509682901561118,,698,,0,0,'',200
1473509683360141616,,699,,0,0,'',200
1473509683595764310,,700,,0,0,'',200
1473509683826282477,,701,,0,0,'',200
1473509684073582482,,702,,0,0,'',200
1473509684317745938,,703,,0,0,'',200
1473509684327462545,,704,,0,0,'',200
1473509684791894090,,705,,0,0,'',200
1473509685032815229,,706,,0,0,'',200
1473509685271552379,,707,,0,0,'',200
1473509685517001563,,708,,0,0,'',200
1473509685766425329,,709,,0,0,'',200
1473509686019684164,,710,,0,0,'',200
1473509686255022877,,711,,0,0,'',200
1473509686494190744,,712,,0,0,'',200
1473509686731729070,,713,,0,0,'',200
1473509686739934504,,714,,0,0,'',200
1473509687205025473,,715,,0,0,'',200
1473509687436120204,,716,,0,0,'',200
1473509687675614807,,717,,0,0,'',200
1473509687913374641,,718,,0,0,'',200
1473509688145175405,,719,,0,0,'',200
1473509688158626905,,720,,0,0,'',200
1473509688633888273,,721,,0,0,'',0
1473509688866445013,,722,,0,0,'',0
1473509689102950151,,723,,0,0,'',0
1473509689338409032,,724,,0,0,'',0
1473509689569949108,,725,,0,0,'',0
1473509689577391678,,726,,0,0,'',0
1473509689948397756,,727,,0,0,'',0
1473509690204068580,,728,,0,0,'',0
1473509690584171368,,729,,0,0,'',0
1473509690828636937,,730,,0,0,'',0
1473509691203651172,,731,,0,0,'',0
1473509691480336306,,732,,0,0,'',0
1473509691866212669,,733,,0,0,'',0
1473509692121651605,,734,,0,0,'',0
1473509692378082809,,735,,0,0,'',0
1473509692626787822,,736,,0,0,'',0
1473509692877308652,,737,,0,0,'',0
1473509693123547821,,738,,0,0,'',0
1473509693369000245,,739,,0,0,'',0
1473509693665005494,,740,,0,0,'',0
1473509693919396410,,741,,0,0,'',0
1473509693935009003,,742,,0,0,'',0
1473509694428502385,,743,,0,0,'',0
1473509694686239789,,744,,0,0,'',0
